FIPS,year,median_household_income,poverty_rate,bachelor_plus_rate,unemployment_rate_acs,CO,NO2,PM2_5,PM10,O3,prcCancer_non_skin,prcAsthma,prcCoronaryHeartDisease,prcCOPD,prcSmoking,prcDiabetes,prcLPA,prcObesity,prcStroke
08001,2020,73817.0,0.0989499960377209,0.2516234258377847,0.0406931569722267,0.2816202035763411,15.54767105882353,9.066898740573151,35.53481894150418,0.0304197342465753,5.7,9.7,5.0,5.3,19.0,8.2,21.8,30.4,2.7
08001,2021,78304.0,0.0959051428616203,0.2642874020811586,0.0456679697458995,0.3016977511244378,15.388328509036146,9.48515860483871,37.87378640776699,0.0322685281899109,5.5,10.7,4.5,5.4,15.6,8.4,22.8,31.6,2.5
08001,2022,86297.0,0.0961838511917106,0.2715323856525538,0.0461799742656723,0.2938391126984127,16.71697104923077,7.045682693196405,32.558651026392965,0.0332444615384615,5.1,10.0,5.0,5.3,14.7,9.1,22.4,30.4,2.4
08001,2023,91387.0,0.0941580280509976,0.280225499203368,0.0460084249460598,0.2645789522058823,15.85565256473829,8.285811828425096,29.129310344827587,0.0315852462908011,6.1,11.0,4.7,5.1,13.4,9.7,22.8,33.2,2.6
08003,2019,37515.0,0.2353098112452477,0.2504418338704647,0.0921707253207646,0.2794343791534552,5.645410752216187,5.848181520510296,16.484903801265443,0.0384843116076267,5.3,9.6,5.6,5.5,15.7,10.8,26.1,27.8,3.1
08003,2020,41121.0,0.1853490983552414,0.2448162594949702,0.0688073394495412,0.2553416927287159,5.305271505021086,6.81239191705965,19.23450645805916,0.0381617060491536,5.8,10.0,6.4,6.3,18.3,10.4,21.8,28.6,3.3
08003,2021,46217.0,0.1601090767432801,0.2563684532300794,0.0548965169106511,0.258165149116452,5.400438460392502,7.430410495238948,20.512000065379887,0.0396635687598178,5.9,11.2,5.9,6.6,15.8,10.7,24.4,29.0,3.1
08003,2022,52271.0,0.1553385583965052,0.2821454063424085,0.0335332272671643,0.2460799444645387,5.432479023038121,5.935089991750193,20.527822205719467,0.0384482310910546,5.5,10.5,6.3,6.6,15.8,10.9,24.6,29.8,3.1
08003,2023,51445.0,0.1822669573022182,0.2930637573816435,0.0249876907927129,0.2497571491896031,5.449416619428131,8.28062808955224,28.83582089552239,0.039302612480933,6.7,11.0,6.2,6.4,12.7,11.3,23.9,30.3,3.4
08005,2019,77469.0,0.0808556498712854,0.4275189717895256,0.0408030783935117,0.299931947848205,15.514176353160527,6.016101694915254,27.93016655804634,0.0396738465829846,6.1,9.0,4.2,4.2,13.4,7.7,20.3,24.8,2.4
08005,2020,80291.0,0.0776021235989282,0.4340328502067487,0.0435660688190639,0.285570501250133,13.977714558812629,5.906837606837607,30.91254887319717,0.0403600636237897,6.2,9.5,4.7,4.8,15.2,7.9,17.5,23.5,2.5
08005,2021,84947.0,0.0770042848195849,0.4449117225309195,0.0456079979124535,0.3029526022424725,13.875468248701464,7.151960784313726,32.653796472985,0.0421429338842975,6.2,10.5,4.4,5.2,13.1,7.8,17.3,25.5,2.5
08005,2022,92292.0,0.079836274410011,0.4492169187324059,0.0455856413846961,0.2931451024966251,14.771905036647052,5.123333333333333,28.65267270469915,0.0412161198910081,6.2,9.8,4.8,4.9,13.3,8.0,18.5,25.1,2.4
08005,2023,97215.0,0.0850319671941959,0.4574243117289475,0.0468131154055803,0.2740685335088079,14.140368247288558,5.378632478632478,25.741357660243786,0.0412421533052039,7.6,10.5,4.9,4.9,10.5,8.5,18.0,26.1,2.7
08007,2019,52221.0,0.087680608365019,0.3716089572851928,0.0512700638927847,0.21378988021342,2.266886857971014,5.816030510549333,18.646723646723647,0.0362151339563862,8.8,9.2,6.7,6.4,13.5,10.4,20.2,25.4,3.5
08007,2020,55658.0,0.0829933990951568,0.3967794812457815,0.0426049908703591,0.2068595963544608,2.7294529179331306,6.9232492775211645,19.615384615384617,0.0347060778443113,9.0,9.3,7.6,7.0,14.4,10.3,16.9,23.8,3.7
08007,2021,62907.0,0.0975294564804257,0.3993133889161354,0.0471849008317338,0.2030328807277554,2.7293116890756304,7.520264081034154,20.8,0.0358322078651685,9.3,10.2,7.4,7.7,13.9,11.0,19.0,24.9,3.6
08007,2022,66813.0,0.0815473078933612,0.3943553806278199,0.0476645942930017,0.1800193858129179,2.2618412729805013,6.033780913886834,25.030470914127424,0.0324642011019283,8.9,9.6,7.6,7.1,13.2,10.7,19.5,23.4,3.4
08007,2023,76524.0,0.0833455828311039,0.4071008094186902,0.0182434614142718,0.1829853793978495,2.3039861,6.496423169452281,24.34647887323944,0.0280413033033033,11.5,10.9,7.9,7.7,12.0,11.7,19.7,27.6,3.9
08009,2019,35878.0,0.1902822228687809,0.2139570552147239,0.0205314009661835,0.2756591141774087,6.210357549050749,6.527005979123691,17.24897916893662,0.0346309461846885,9.1,10.1,8.4,8.7,17.8,11.6,25.5,29.9,4.5
08009,2020,34655.0,0.1812119454914467,0.2194750855838722,0.015432098765432,0.2636768495224298,5.734756139321025,7.097010786304575,22.72578384214076,0.0340075277129002,9.4,10.4,9.8,9.4,19.5,12.0,22.4,27.7,4.8
08009,2021,39891.0,0.2045454545454545,0.2377210216110019,0.026814911706998,0.2688955560780462,5.892186612528431,7.903649171623506,23.72194712786841,0.035541975614473,9.2,11.1,8.7,9.9,18.1,12.2,23.8,28.1,4.4
08009,2022,42115.0,0.2303155411383073,0.2436102236421725,0.0171052631578947,0.2534461890332298,6.05128054471854,6.6531698319098975,23.35061355401909,0.035733214977064,9.0,10.6,9.5,9.8,17.7,12.1,24.4,27.1,4.6
08009,2023,40380.0,0.2407847800237812,0.2407704654895666,0.0131061598951507,0.2634940032290278,5.989677216827425,6.65955688989349,21.280464886613064,0.0369082113594669,10.9,11.9,9.6,10.7,16.9,13.4,26.0,29.9,5.0
08011,2019,30900.0,0.2953575909661229,0.1140273489192765,0.0576798444588464,0.2857148346316486,6.76463573027671,6.346368466569095,17.38787464029742,0.0353540048089973,6.3,9.3,7.8,7.8,20.8,13.2,30.5,33.2,4.2
08011,2020,38083.0,0.212781954887218,0.1513698630136986,0.044047619047619,0.2700201919389579,6.214923248017996,7.025530865671818,22.450647597267945,0.0349736603085844,6.6,9.2,8.0,7.6,22.0,11.9,24.3,29.1,4.0
08011,2021,40972.0,0.2543174828483558,0.1421644258320476,0.0608747044917257,0.2763053360907558,6.350794754838862,7.817322782980841,23.498260427248795,0.0365334805361228,6.7,10.0,7.7,8.6,20.7,12.8,26.6,32.7,3.9
08011,2022,45776.0,0.2706660368445914,0.1549824150058616,0.0550561797752809,0.2623580889715757,6.522437087088294,6.417125446595532,23.021794190947947,0.0363801948001107,6.6,9.5,8.3,8.5,20.2,12.6,27.6,32.2,4.0
08011,2023,49194.0,0.3170272812793979,0.141735918744229,0.0461354104254044,0.2677771945316622,6.456905840911997,6.528528622202644,20.914605295448133,0.037538614968176,7.8,10.8,9.2,10.1,20.0,14.7,29.9,33.7,4.9
08013,2019,83019.0,0.1169880045304777,0.6207656694319758,0.0419924056287692,0.3079533368559459,9.724481414490764,7.25761059023228,21.57777777777778,0.0365323966942148,6.4,8.5,4.1,4.1,10.6,6.4,14.3,19.2,2.2
08013,2020,87476.0,0.1115605311249984,0.6297231787404238,0.0452323070815182,0.2792181375752712,8.343068270762089,9.418380943687016,24.217877094972067,0.0386474358974359,6.6,8.8,4.6,4.4,12.3,6.6,12.2,15.2,2.3
08013,2021,92466.0,0.1099338667743645,0.628624162603108,0.04568389106644,0.2825384104272158,8.498473748436886,10.225599632425745,21.85,0.0404135950413223,6.5,10.0,4.5,4.6,10.3,6.7,11.9,16.9,2.3
08013,2022,99770.0,0.1128238538609452,0.6323035887265231,0.0441124365182473,0.2701021763727332,8.289891719451083,6.209134099168646,20.06779661016949,0.0380868977900552,6.5,9.6,4.9,4.4,10.7,6.4,12.8,17.1,2.2
08013,2023,102772.0,0.1144999477313836,0.6390899548172151,0.0461942059682075,0.2740732266968251,8.197864988401136,6.401304664990572,16.62629757785467,0.0392224587912087,8.2,10.3,4.8,4.7,8.8,7.1,12.1,16.7,2.5
08014,2019,96416.0,0.0557077084782898,0.5574991487912836,0.0318256268111377,0.3476347081801396,15.222859406026316,7.097510598423895,22.676231235500428,0.0361578380503523,6.4,8.5,3.8,3.8,10.9,6.3,14.3,24.7,2.1
08014,2020,101206.0,0.0497141616614805,0.5605894858511011,0.0358630548914249,0.3173229934192055,12.990172462654964,8.324399673640057,24.94805803765516,0.0373356942379234,6.6,8.6,4.5,4.1,12.6,6.5,12.6,21.8,2.2
08014,2021,107570.0,0.0440121126643713,0.577722752820029,0.033408461285627,0.333255500365358,13.2059183958674,8.829288238299965,24.627716072143844,0.0391943392276035,6.7,9.6,4.1,4.2,9.8,6.5,12.3,26.1,2.1
08014,2022,117541.0,0.0500796319235533,0.5838161378198979,0.0319680088761499,0.3161771116392016,12.96712163635046,6.164930730224781,22.419385996005104,0.0379693747613277,6.4,9.1,4.5,4.2,10.8,6.6,14.2,21.9,2.0
08014,2023,121025.0,0.0495042872454448,0.5864371178875512,0.0325210720929698,0.3246388043771964,12.80071416069187,6.7902408648016666,20.26155458805979,0.0392477796054373,8.2,10.3,4.4,4.2,8.7,7.1,13.5,22.3,2.3
08015,2019,55771.0,0.097512765606984,0.3378212974296206,0.0336221837088388,0.2968578946874775,5.9344119970512095,5.958703202174004,15.666430744883566,0.0504893618421052,8.6,9.1,6.6,6.5,14.7,9.4,19.4,25.2,3.4
08015,2020,55176.0,0.1158631834096418,0.3552854188858951,0.0225595614589922,0.2621926066737747,5.45604636767794,7.026804384755321,18.266218246643344,0.0493613184713375,8.8,9.2,7.5,7.0,16.3,9.7,17.4,23.6,3.6
08015,2021,61216.0,0.1153037512448821,0.3939968611038451,0.0478978179882916,0.2665151403343658,5.573053620090438,7.700480426683128,19.15696271602205,0.0529514690265486,8.7,10.0,6.9,7.3,14.8,9.7,18.0,24.8,3.4
08015,2022,65703.0,0.1177734913199228,0.4142488716956802,0.0603392742108653,0.2529197295580743,5.587693122055285,5.92772307220348,18.79078317906712,0.0487173703703703,8.5,9.6,7.4,7.3,14.4,9.8,18.5,23.6,3.4
08015,2023,70909.0,0.0996756756756756,0.4542469213766972,0.0521875,0.2563015457318603,5.63169785980115,6.468708301228455,18.033315834633505,0.05177775,10.5,10.8,7.1,7.1,12.1,10.2,18.0,25.7,3.6
08017,2019,53977.0,0.102370146243066,0.1920777279521674,0.0741548527808069,0.2802312185287826,6.852199529588202,6.448634467521792,17.199366110398444,0.0349727853772692,8.3,9.3,6.5,6.8,16.3,9.6,21.5,27.4,3.5
08017,2020,67763.0,0.1306789178152118,0.2345953971789161,0.0173116089613034,0.2647902547448534,6.282484309985483,7.102400283964258,21.80075114770021,0.0346130971425457,8.5,9.6,7.6,7.5,17.7,10.0,19.7,25.8,3.8
08017,2021,69063.0,0.1155474894131881,0.2221254355400697,0.0287769784172661,0.2707880189178888,6.428338972769498,7.913330084409385,23.067809115251013,0.0362172653228001,8.7,10.2,7.0,7.6,15.1,10.1,19.6,26.4,3.6
08017,2022,65577.0,0.1087344028520499,0.2342857142857143,0.0209944751381215,0.2562686004532363,6.628824144890629,6.429131908828877,23.050654867379567,0.0361301397553525,8.4,9.8,7.6,7.5,15.1,10.2,20.1,25.2,3.5
08017,2023,67768.0,0.1141336487285629,0.2439613526570048,0.019271948608137,0.2622561274505013,6.566059508846575,6.692585477658833,20.908011206022984,0.0373019416928196,10.2,11.3,7.6,8.0,13.9,11.3,21.2,28.8,3.9
08019,2019,67060.0,0.0775898972602739,0.4807483731019523,0.031278748850046,0.31105963863858,7.043668249055008,6.493821073152975,19.132264417831525,0.0491934841269841,8.3,8.8,5.7,5.5,13.5,8.3,17.1,24.2,3.0
08019,2020,71919.0,0.0617455400064095,0.5085246341790844,0.0406433759944655,0.2811771445815953,5.991133883333935,7.796064207530218,21.919716521370816,0.05068935395189,8.3,9.0,6.0,5.5,13.7,8.3,14.8,23.3,2.9
08019,2021,76313.0,0.0572905449063105,0.5356907243699697,0.0386448757235274,0.2874518335451402,6.185537664224244,8.464293326806194,21.755289594892595,0.0513154379084967,8.2,9.6,5.5,5.6,11.7,8.2,14.7,24.6,2.7
08019,2022,87169.0,0.0662372517444981,0.5503074708883946,0.0472132265212203,0.2740711380487476,6.117086573438632,5.923654067404084,19.870514773367567,0.0485542963709677,8.0,9.3,6.1,5.7,12.5,8.4,15.6,22.8,2.7
08019,2023,96667.0,0.0679810385692738,0.5626255860683188,0.0418702023726448,0.2782480107948354,6.070678909319886,6.3750483164588525,17.91595033088372,0.050053442687747,10.4,10.6,6.1,5.7,10.1,9.0,15.2,23.9,3.0
08021,2019,36084.0,0.2170849301520583,0.2097994702989027,0.1046408513154005,0.2609472951382957,4.82772253545327,5.743578085495735,16.657641929215174,0.0380880269009044,6.8,9.1,7.5,6.3,14.9,14.7,28.6,32.0,3.9
08021,2020,33611.0,0.2078387734915925,0.2550486163051608,0.09767050238563,0.239220785531282,4.661217297921596,6.746090363776016,19.73611636283573,0.0376991336745895,7.2,9.5,8.6,7.4,17.9,14.3,25.1,29.2,4.3
08021,2021,38536.0,0.1633735578835698,0.2447299739008231,0.0795724465558194,0.2391918756580219,4.736958673103339,7.289354104329723,20.728325159932243,0.0390698573547571,7.1,10.3,7.3,7.2,15.4,13.6,24.9,30.2,3.7
08021,2022,44093.0,0.1568287808127914,0.2464845319405383,0.0717529518619436,0.2275075629611942,4.680932437328222,5.830400675057848,21.42480732463592,0.0375065810390217,6.8,9.9,8.0,7.3,15.5,14.0,26.2,29.7,3.8
08021,2023,47209.0,0.1377837116154873,0.2327979377354749,0.0463576158940397,0.2318086841517364,4.7128622642643645,6.745917621492202,23.00170308476642,0.0380744388216768,7.9,10.4,7.5,6.9,13.0,13.8,26.0,30.3,3.9
08023,2019,30965.0,0.2731642189586115,0.1929824561403508,0.0959792477302205,0.2789124540556192,5.933814776268013,5.746058615055752,16.78080148719881,0.0376815293210947,7.5,9.4,10.0,8.1,15.9,18.8,32.6,32.6,5.1
08023,2020,34732.0,0.2656167979002625,0.2388328530259366,0.0931506849315068,0.2573416804327304,5.548042754714837,6.670307236307328,19.858817008508115,0.0373500859367235,8.4,9.8,11.6,9.4,18.4,18.4,29.9,30.4,5.6
08023,2021,35000.0,0.223770258743247,0.2435651171724932,0.0771428571428571,0.2602379883326481,5.645738335200085,7.23126567142691,21.085496906746645,0.0388040272194121,8.0,10.3,9.0,8.5,16.1,16.9,28.6,31.6,4.5
08023,2022,34578.0,0.2253200568990042,0.2365303782957585,0.0661094224924012,0.2494682173354228,5.711921133229664,5.811757916392762,20.996567004288888,0.0378101376793873,7.7,10.0,10.1,9.0,15.6,17.6,30.8,29.7,4.9
08023,2023,36519.0,0.2233173753872148,0.2784810126582278,0.0452801227935533,0.2535580066801495,5.712452948100074,6.81172644452371,23.55023719347703,0.0387099551810695,9.1,10.4,9.4,8.4,13.5,17.0,28.7,31.6,4.8
08025,2019,42135.0,0.2788421491045397,0.0903940252382178,0.1475409836065573,0.3067829773046198,7.781374902377814,5.963556964814648,17.755204643134004,0.0364905105782245,5.1,8.7,6.0,6.2,21.2,10.6,28.1,31.9,3.3
08025,2020,40785.0,0.2676334871456822,0.087061668681983,0.1162314388120839,0.2889667720224842,7.061400285155561,6.749767263474441,20.99484822926104,0.0365048135291956,5.6,9.2,7.2,7.3,24.3,11.2,24.1,31.9,3.7
08025,2021,37870.0,0.2487268282745977,0.0923990498812351,0.0556473829201101,0.2981729787140157,7.162301100963646,7.545983584572142,22.37922271288787,0.0380941056447968,5.3,9.8,6.4,7.8,22.7,11.2,26.4,33.1,3.4
08025,2022,40685.0,0.2418521015958642,0.1274158911954187,0.0723876240513718,0.2857516017219263,7.348891891902564,6.0811889223290985,21.88193577453941,0.0374947366844274,5.3,9.4,6.9,7.5,21.9,11.2,26.0,29.8,3.5
08025,2023,47563.0,0.1824275796025856,0.1265613952392175,0.0555555555555555,0.284674548755427,7.2536354579462365,6.420155154147674,19.707585107847503,0.0385122971312111,6.2,10.1,6.4,7.1,18.0,11.0,25.2,31.7,3.5
08027,2019,53119.0,0.1270344536038892,0.3252885624344176,0.0568616730453799,0.3012941751716375,6.714834452301217,5.870701994550926,16.027198366024116,0.039114542485657,10.3,9.2,7.7,7.5,13.8,10.8,19.6,25.5,4.0
08027,2020,60361.0,0.0763776337115073,0.3408624229979466,0.0406947890818858,0.2780762085918885,6.1440353895053,6.794543707983317,17.00474980329978,0.0390608323910315,10.3,9.5,9.0,8.2,15.1,11.7,18.3,24.3,4.3
08027,2021,59877.0,0.0732017823042648,0.3866231647634584,0.0552540700542673,0.2849626379424383,6.255977569896618,7.533874843182705,19.503399271526693,0.0406314367566751,10.3,10.0,8.0,7.9,12.6,11.2,18.1,24.6,3.8
08027,2022,66250.0,0.0771123872026251,0.3646686031159229,0.0492565055762081,0.2725375663912089,6.32749077687328,5.976210107676626,19.299621403941018,0.0394502462578835,10.1,9.5,8.7,8.0,13.0,11.4,18.6,23.6,3.8
08027,2023,72700.0,0.0967614533965244,0.3526785714285714,0.0559889857732905,0.2735112774893931,6.3023544517902526,6.646704273545999,18.498959064867343,0.0403636691643942,12.9,11.2,8.8,8.6,12.2,12.4,19.6,26.6,4.4
08029,2019,45269.0,0.1834020934910839,0.2168842237473646,0.066146540027137,0.2998524809769264,1.7783533277777777,3.758670372492837,8.467032967032967,0.0379678662952646,8.8,10.0,8.4,8.6,18.0,12.1,25.0,29.6,4.4
08029,2020,47968.0,0.1807666214382632,0.2173220683858981,0.069139687008363,0.2309681340582811,1.731433325136612,5.199168975138122,9.421917808219176,0.0373821671309192,9.3,10.0,9.4,9.1,19.6,12.0,21.6,25.9,4.6
08029,2021,51803.0,0.1687460280295681,0.2291058115708244,0.0524436686766106,0.2324575033727126,1.6576992410958902,6.084590260485651,11.258953168044076,0.0386593104395604,9.2,10.8,8.5,9.6,17.1,11.8,22.4,27.2,4.2
08029,2022,56349.0,0.1503122508636726,0.2449888641425389,0.0440900562851782,0.2158333756296747,1.5834608402777777,4.2402303154761904,10.356643356643357,0.0415305804195804,9.1,10.4,9.3,9.9,17.9,12.3,24.8,25.4,4.4
08029,2023,58330.0,0.1420566908371786,0.2568121950166256,0.0315190773362824,0.2194173877565851,3.840956641298594,5.575127024839249,15.447061892168367,0.0408185144048524,11.2,11.4,8.8,9.2,14.5,12.4,22.9,26.7,4.5
08031,2019,68592.0,0.1286170527211252,0.4943780247602797,0.0375112217660366,0.3829194852262234,21.97298475335689,7.747301568947182,25.14864864864865,0.0287539340813464,5.0,9.1,3.8,3.9,13.8,7.1,18.7,22.0,2.2
08031,2020,72661.0,0.1185961474286606,0.503205516837865,0.0434134787711813,0.3472270536044362,19.25697003103448,8.8182816603141,26.614093959731544,0.0302569723435225,5.5,9.0,4.6,4.6,16.1,7.0,17.2,22.6,2.4
08031,2021,78177.0,0.1160028374794779,0.5252506783633694,0.0458364720215011,0.3698234496519721,19.735301570306923,8.956297440312047,26.63736263736264,0.032149,5.3,9.7,3.9,4.4,13.0,6.8,16.4,22.0,2.2
08031,2022,85853.0,0.116958670871489,0.5424859124696062,0.0465096569669427,0.3490947029795158,19.16686239133425,6.468956915421136,24.25337837837838,0.0314612230113636,5.2,10.0,4.1,4.3,14.2,7.5,15.0,21.5,2.2
08031,2023,91681.0,0.1121062749473798,0.556466650320182,0.0459888716162857,0.3635829874937469,18.98378917407408,7.418950810044127,22.6530612244898,0.0339216346153846,6.0,10.3,4.1,4.2,10.3,7.1,17.0,21.6,2.3
08033,2019,45972.0,0.1324717285945072,0.2410586552217453,0.0388349514563106,0.244055042702283,4.428300476543063,5.639311362429777,14.142627713910972,0.0410185695523726,9.4,9.4,7.7,7.4,16.0,10.5,20.5,25.8,3.9
08033,2020,56786.0,0.0685654008438818,0.2611181702668361,0.0385964912280701,0.2050329390017217,4.145506803544308,6.908284159601075,16.53662478152878,0.0417615641214684,9.3,9.8,9.1,8.5,18.2,11.5,20.0,27.3,4.3
08033,2021,62500.0,0.1236888111888111,0.2646608873023967,0.0302245250431778,0.2018005521098223,4.202451979361259,7.516563611361583,18.030106432164864,0.0417223775943337,9.2,10.0,7.6,7.9,15.2,10.4,19.3,26.1,3.7
08033,2022,64708.0,0.1670244740231859,0.2632406921866806,0.030713640469738,0.1761960703483494,4.247875428986794,5.96582109420964,17.95462135774155,0.0401774444312683,9.1,9.4,7.8,7.1,14.1,10.0,18.7,23.8,3.4
08033,2023,70490.0,0.1878406708595388,0.2470767666497204,0.0252237591537835,0.1784900475756768,4.341856415485614,6.322832726140667,14.081697811679128,0.0411483827121179,10.2,11.2,7.9,8.3,14.9,11.5,21.1,27.3,4.1
08035,2019,119730.0,0.0306985832342413,0.5801730083529045,0.0289139933923052,0.3379026849736223,11.28763969420594,5.731651581955923,20.874737709104863,0.037960058988764,6.6,8.5,3.6,3.6,10.0,5.9,13.0,22.1,2.1
08035,2020,121393.0,0.0318401078554107,0.5860583846053148,0.0347898546950679,0.3121743856882991,9.678786467345564,6.482625136597939,23.30170415663988,0.039661731301939,6.8,8.7,4.2,3.8,10.8,6.2,10.2,19.9,2.1
08035,2021,127443.0,0.0302246162010105,0.5924434573259638,0.0345301147637825,0.3271912688144969,9.857960384159178,7.509464767206477,24.02994307199133,0.0407267853107344,6.7,9.3,3.9,4.0,9.0,6.2,12.2,23.7,2.1
08035,2022,139010.0,0.0301034203997435,0.6000460691118945,0.0339532469567431,0.3121544737737284,9.844193311384217,4.878370085365853,22.14658074492277,0.0398962978142076,6.5,9.0,4.3,4.0,9.4,6.2,11.8,20.1,2.0
08035,2023,145737.0,0.0322708120983522,0.6093381556306163,0.0355068461846089,0.3144624664549708,9.707361025213189,5.413837990924092,20.03887502478414,0.0413735906593406,8.5,10.5,4.3,4.0,7.8,6.8,13.7,25.3,2.2
08037,2019,84790.0,0.08003529346887,0.4716530320737566,0.0186053199137311,0.3056723190968561,5.141979714848691,5.776397954620156,14.30401380266115,0.0401083023743732,5.7,8.7,4.1,4.2,12.7,7.2,16.9,23.3,2.2
08037,2020,85877.0,0.0919386953583106,0.5048676213042135,0.0389713445995591,0.2520922008027397,4.818973027947026,6.974740556501407,17.47222643049523,0.0398958075086857,6.1,8.7,4.7,4.6,13.9,7.0,14.5,22.8,2.3
08037,2021,91338.0,0.092042358968808,0.5091896512709627,0.0388493037282322,0.2542110105645181,4.953453986731596,7.64244201147123,17.3790274200616,0.0423968388307972,6.3,9.7,4.7,5.1,12.6,7.7,15.6,21.9,2.4
08037,2022,98887.0,0.0804730522704703,0.5180593396155673,0.0437860669879231,0.241120285217698,4.771483944853857,5.751792342776118,16.811243705991593,0.0402401722143133,6.0,9.3,4.9,4.9,12.0,7.6,16.0,22.0,2.3
08037,2023,103174.0,0.082727669162003,0.5026926834155749,0.0419671741904846,0.2456905715217205,4.734020734224128,6.02664327462193,16.187368387930157,0.0413202036359454,7.9,10.3,5.1,5.0,10.3,8.5,16.3,24.3,2.6
08039,2019,99199.0,0.0481352483074394,0.3581796354905598,0.0201523890906501,0.3129925064888548,12.043146814971664,6.392605116898497,20.862579231270463,0.0367038050962419,7.8,9.1,5.2,5.5,13.9,8.2,17.4,24.8,2.9
08039,2020,104231.0,0.0483994486138765,0.3414686134498561,0.0176404177250917,0.2950053718817445,10.603864853640705,6.947435227298886,23.8366518327826,0.0374756228270363,7.8,9.4,5.8,5.9,14.8,8.1,15.3,23.0,2.9
08039,2021,114904.0,0.0420252771962471,0.3529602070527337,0.0195897508694726,0.3079835913955969,10.593283105456836,7.682093824071384,25.09532441194844,0.0391804807620087,8.0,10.0,5.6,6.3,13.3,8.6,15.7,23.7,2.9
08039,2022,124360.0,0.0425660834658789,0.3561744613767735,0.0228149986214502,0.2963989960987372,11.01178454513538,5.728361535320281,23.07946605314316,0.0384351672826122,7.6,9.8,6.1,6.1,13.7,8.7,16.0,26.2,2.8
08039,2023,129477.0,0.053293965676324,0.351723434631858,0.0299282541851725,0.2887280172260097,10.696721981204782,6.338393767208507,20.60568028754356,0.0389627836996849,9.7,11.1,5.9,5.9,11.2,8.9,16.2,24.8,3.0
08041,2019,68779.0,0.100792245754986,0.3851763378786371,0.0581809491055138,0.3509903885793872,9.782197820466171,5.000452556187767,17.084745762711865,0.0387388087986463,6.1,10.1,4.4,4.7,14.1,7.2,19.4,24.2,2.5
08041,2020,71517.0,0.098385023765827,0.3871317987061722,0.0593059557773587,0.3342599166666666,8.640451519372801,6.013383848901099,19.770491803278688,0.0394059725651577,6.0,9.1,5.0,5.0,15.2,7.5,16.1,24.2,2.6
08041,2021,75909.0,0.0956232173376444,0.3950619377485352,0.0606667412462244,0.3489580041265474,8.725146272374964,6.010510764060357,20.97826086956522,0.0409841955922865,6.3,10.3,4.5,5.3,13.5,7.5,17.1,27.8,2.5
08041,2022,82748.0,0.0920838220036988,0.4018071936917371,0.0565428198915617,0.3380903484419263,8.883909012594192,4.55184629945055,19.081967213114755,0.039311704264099,6.1,10.0,4.8,5.3,14.7,7.7,17.8,26.7,2.4
08041,2023,87470.0,0.0853309711528504,0.4112205225996827,0.0546282204364683,0.3273867203856749,8.729178718333264,5.446367262931035,15.25,0.0396197947295423,7.5,11.6,4.9,5.2,10.7,8.7,18.8,28.3,2.7
08043,2019,49409.0,0.1446883911514715,0.1846137188024471,0.0549472295514511,0.3078969411482604,7.13370301779398,5.956832325871758,14.78125,0.0404201525582807,7.7,9.2,6.9,7.2,18.2,10.0,24.1,27.9,3.7
08043,2020,52364.0,0.1323033402241323,0.1848577399131972,0.0552092036763288,0.283714484480047,6.434596026194473,6.89742612998735,13.647058823529411,0.0405194783731399,7.9,9.7,7.9,8.0,20.5,10.7,21.1,30.9,3.9
08043,2021,53411.0,0.1405618299903492,0.1860667404712952,0.0466945502216118,0.2916935983911599,6.555754621141189,7.606605194924874,17.593023255813954,0.042046857849712,7.9,10.4,7.3,8.6,18.4,10.5,22.3,29.2,3.7
08043,2022,56165.0,0.1500148016577856,0.2022288808284708,0.0478477008247655,0.2789961087877362,6.611907979680445,5.89043194904975,17.584745762711865,0.0407065963786712,7.8,9.6,7.8,8.2,18.2,10.9,22.0,29.2,3.7
08043,2023,61027.0,0.1397523010939232,0.2103674404080358,0.0436911692692747,0.279383449241292,6.5743465289021525,6.467913089514332,14.895705521472392,0.0417230383102274,9.4,11.0,7.6,8.2,15.5,11.4,22.9,30.6,3.9
08045,2019,75937.0,0.0861911726748688,0.3099139905338694,0.0444558770124682,0.3513352488601035,3.759851343653251,3.485394110958904,8.511254019292604,0.0396432520740268,6.1,8.9,4.6,5.0,14.8,7.8,19.3,24.3,2.5
08045,2020,75435.0,0.0759057909267527,0.3195109654650869,0.0399493090338543,0.2361016265633198,3.4926103971830984,5.374305165925926,8.988023952095809,0.0405289091478696,6.7,9.3,5.5,5.8,17.1,8.0,17.8,24.1,2.8
08045,2021,77212.0,0.0791276225225972,0.3293108923467767,0.0393048515568428,0.2396883057862897,3.125704914556962,5.381471949315069,8.818965517241379,0.0422492122747747,6.6,10.2,5.1,5.8,14.2,8.2,17.6,25.4,2.7
08045,2022,82772.0,0.0808890058729662,0.3369412562351688,0.0316597923481723,0.2259133355885116,2.737867422687624,6.031951807844421,16.547249062442244,0.0425047195914577,6.4,9.7,5.6,5.9,15.2,8.3,18.7,22.9,2.6
08045,2023,86172.0,0.0907170231583085,0.3340889360470724,0.0363816815539486,0.2299122253606858,2.310662378881988,4.140894283171521,9.28436018957346,0.0409287914147521,7.8,10.7,5.5,5.8,12.2,8.9,18.6,24.0,2.9
08047,2019,76429.0,0.0488387978142076,0.3956936827137924,0.0153531218014329,0.3125980221212026,7.693346537389145,6.77252231427788,20.38037793938276,0.0437368206896551,7.8,8.9,5.1,5.2,13.4,8.0,16.7,24.9,2.7
